gene,mean_log_normalized_expression,fraction_of_cells_expressing
SPR,0.0015180724,0.0014391940513312545
RP11-365O16.6,0.0015180712,0.0011993283761093788
HBA2,0.0015178793,0.0007195970256656273
RP11-723D22.3,0.0015178379,0.0014391940513312545
AC000068.5,0.0015177097,0.0011993283761093788
COL11A2,0.0015175599,0.0011993283761093788
AC006129.1,0.0015168793,0.0011993283761093788
ZDHHC15,0.0015152869,0.000959462700887503
COL24A1,0.0015150743,0.0014391940513312545
FRMD6,0.0015144012,0.0011993283761093788
GJC1,0.001512606,0.0011993283761093788
RP11-212I21.2,0.0015122287,0.0011993283761093788
RP11-217B7.3,0.0015112804,0.0011993283761093788
GREB1L,0.0015108525,0.0011993283761093788
TSPAN9,0.0015107773,0.000959462700887503
CTD-2555A7.3,0.0015079625,0.0011993283761093788
IGLV3-25,0.0015078977,0.0011993283761093788
C1orf106,0.0015075102,0.0011993283761093788
LINC01366,0.0015074771,0.0011993283761093788
RSPH9,0.0015046491,0.0011993283761093788
CYP3A43,0.0015046302,0.0011993283761093788
RP11-56G10.2,0.0015043899,0.0014391940513312545
ANKRD18A,0.0015031092,0.0011993283761093788
TLN2,0.0015023542,0.0014391940513312545
RP11-539G18.3,0.0015020724,0.0011993283761093788
RP11-131N11.4,0.0014998162,0.0014391940513312545
PACRG,0.0014989115,0.0014391940513312545
CTC-232P5.1,0.0014984513,0.0011993283761093788
XXbac-BPG181M17.6,0.0014983877,0.0011993283761093788
RP11-385F5.4,0.0014976048,0.0011993283761093788
RP11-435O5.5,0.0014972584,0.000959462700887503
MYO1B,0.0014968268,0.0011993283761093788
CTD-2521M24.6,0.0014964598,0.0011993283761093788
RAB6B,0.0014951192,0.0011993283761093788
SOX7,0.0014948003,0.0011993283761093788
OIP5,0.0014941216,0.0014391940513312545
ADIRF,0.0014940436,0.0014391940513312545
RUFY4,0.0014931326,0.0014391940513312545
AC083949.1,0.0014927471,0.0014391940513312545
RP5-899E9.1,0.0014921008,0.0011993283761093788
CTD-2342J14.6,0.0014918882,0.0011993283761093788
RP11-4L24.3,0.0014917193,0.0011993283761093788
AC104655.3,0.0014904428,0.0011993283761093788
UXT-AS1,0.0014903065,0.0011993283761093788
KRBOX1,0.0014884924,0.0011993283761093788
BACH1-IT2,0.0014876855,0.0014391940513312545
SAG,0.0014875071,0.0011993283761093788
ADAMDEC1,0.0014872814,0.0014391940513312545
LGI4,0.0014871359,0.0011993283761093788
RP11-432J22.2,0.0014853338,0.0014391940513312545
CPEB1,0.0014852224,0.0011993283761093788
TACR2,0.001483626,0.0011993283761093788
ECSCR-1,0.0014816712,0.0011993283761093788
KLHL13,0.0014799162,0.0014391940513312545
IRGM,0.0014794602,0.0011993283761093788
RP11-444D3.1,0.0014772946,0.0011993283761093788
DPYSL4,0.0014765328,0.0011993283761093788
RP11-66B24.2,0.0014763242,0.0011993283761093788
TMCC2,0.0014754841,0.0011993283761093788
RP11-295I5.3,0.0014753114,0.0011993283761093788
RP11-354P11.8,0.0014727782,0.0014391940513312545
RP11-54O7.17,0.0014720426,0.0011993283761093788
TMEM158,0.0014714759,0.000959462700887503
AC005339.2,0.0014712745,0.0011993283761093788
RP11-442N24__B.1,0.001470611,0.0011993283761093788
CTA-373H7.7,0.0014704451,0.0011993283761093788
CRNDE,0.0014703168,0.0011993283761093788
AC006942.4,0.0014698873,0.0011993283761093788
LINC01144,0.0014698432,0.0011993283761093788
RP11-299H22.1,0.0014697737,0.000959462700887503
KIAA0895,0.0014696653,0.0011993283761093788
RP5-1050D4.5,0.0014693844,0.0011993283761093788
SLC28A3,0.0014686543,0.0011993283761093788
GDF15,0.0014684892,0.000959462700887503
RP11-574F21.2,0.0014678063,0.000959462700887503
CEP295NL,0.0014675295,0.0011993283761093788
HCG23,0.0014669336,0.0011993283761093788
RP11-74E22.3,0.001466875,0.0011993283761093788
TRAPPC3L,0.0014655698,0.000959462700887503
RP11-378J18.9,0.0014646297,0.0011993283761093788
RP11-758P17.3,0.0014637508,0.0011993283761093788
RP11-738E22.3,0.0014598555,0.0011993283761093788
LINC01146,0.0014590049,0.0011993283761093788
CRTC3-AS1,0.0014579975,0.0011993283761093788
RP11-572M11.4,0.0014571382,0.0011993283761093788
CTD-2105E13.16,0.0014545268,0.0011993283761093788
C12orf40,0.0014539055,0.0011993283761093788
LAMB2,0.001453656,0.0011993283761093788
TNFRSF11A,0.0014530917,0.0011993283761093788
RP11-1149M10.2,0.0014526742,0.0014391940513312545
ZMYM6NB,0.0014515907,0.0011993283761093788
IGKV1-39,0.0014510017,0.0011993283761093788
AC083843.1,0.001450551,0.0011993283761093788
MTSS1L,0.0014497538,0.0011993283761093788
USP27X-AS1,0.0014487264,0.0011993283761093788
SGCD,0.0014482675,0.0011993283761093788
RGPD8,0.0014481122,0.0011993283761093788
RP11-290F5.2,0.0014480411,0.0011993283761093788
CADM4,0.0014470615,0.0016790597265531303
RP11-53B2.3,0.0014465266,0.000959462700887503
RP11-45P15.4,0.0014464713,0.000959462700887503
RP11-111J6.2,0.001446364,0.0011993283761093788
NEIL3,0.001446276,0.0011993283761093788
SPOCD1,0.0014461696,0.000959462700887503
ADAMTS13,0.0014455513,0.0011993283761093788
MCAM,0.0014428595,0.0011993283761093788
SDCBP2,0.0014427187,0.0011993283761093788
RP11-867G23.3,0.0014427009,0.0014391940513312545
LINC01315,0.0014413577,0.0011993283761093788
RP4-583P15.16,0.0014402361,0.000959462700887503
AC022007.5,0.0014391757,0.0011993283761093788
RP11-110I1.14,0.0014388347,0.0011993283761093788
SRPX,0.001438789,0.0011993283761093788
AC011718.2,0.001437901,0.0011993283761093788
RP11-73M7.9,0.0014372335,0.0011993283761093788
RP11-358B23.5,0.0014370881,0.0011993283761093788
GCM1,0.0014359365,0.000959462700887503
CTC-435M10.3,0.0014350881,0.0011993283761093788
HIST1H3I,0.001434312,0.0011993283761093788
MCF2,0.0014339921,0.000959462700887503
GDF10,0.0014338708,0.0011993283761093788
AL022341.3,0.0014336109,0.0011993283761093788
NDRG4,0.0014323655,0.0011993283761093788
AK8,0.0014298352,0.0011993283761093788
CLEC6A,0.0014296297,0.0011993283761093788
RP3-382I10.7,0.0014280225,0.0011993283761093788
MICALCL,0.0014279962,0.000959462700887503
ARHGAP29,0.0014273191,0.0011993283761093788
RP11-169E6.1,0.0014272153,0.0011993283761093788
C19orf84,0.0014266433,0.000959462700887503
PRSS16,0.0014265837,0.0011993283761093788
JADRR,0.001426446,0.0011993283761093788
TRIM54,0.0014256486,0.0011993283761093788
ANKRD33B,0.0014255553,0.0011993283761093788
SUN3,0.0014252691,0.0011993283761093788
LRRD1,0.0014238041,0.000959462700887503
CTD-3060P21.1,0.0014234408,0.0011993283761093788
ITLN1,0.0014216342,0.0014391940513312545
ZNF112,0.0014214142,0.000959462700887503
TIGD4,0.0014207705,0.0011993283761093788
CDH3,0.0014207382,0.000959462700887503
TRAV39,0.0014207074,0.0007195970256656273
CRB1,0.0014188376,0.0011993283761093788
RP11-10A14.4,0.0014179439,0.0011993283761093788
IGHV3-30,0.0014174441,0.0011993283761093788
RP11-540O11.6,0.0014173642,0.000959462700887503
ANKRD13B,0.0014165529,0.0011993283761093788
ZBTB8B,0.0014164173,0.0011993283761093788
NLGN3,0.0014162954,0.0011993283761093788
CTD-2561B21.5,0.0014135742,0.000959462700887503
TTC25,0.0014126413,0.0011993283761093788
AC016745.3,0.0014118154,0.000959462700887503
CPLX1,0.0014111267,0.0011993283761093788
TISP43,0.001410546,0.0011993283761093788
IL5RA,0.0014104303,0.0011993283761093788
RP11-122K13.12,0.0014096869,0.0011993283761093788
PROS1,0.0014079132,0.0011993283761093788
RP11-90C4.1,0.0014075886,0.000959462700887503
AP001347.6,0.0014071177,0.000959462700887503
WNT7B,0.0014065447,0.0011993283761093788
LDLRAD2,0.0014062834,0.0014391940513312545
RP11-188P20.3,0.0014054828,0.0011993283761093788
RP3-483K16.4,0.0014036829,0.0011993283761093788
AC083843.2,0.0014036754,0.0011993283761093788
AF196972.9,0.0014031576,0.000959462700887503
RPS6KA6,0.0014030914,0.000959462700887503
PPP1R17,0.001402671,0.0011993283761093788
FSIP1,0.0014016159,0.0011993283761093788
CTD-2540B15.9,0.0014013066,0.0011993283761093788
KLB,0.001401004,0.0011993283761093788
FGF18,0.0014003392,0.000959462700887503
AC129492.6,0.0014000877,0.000959462700887503
RP11-996F15.6,0.0013993018,0.0014391940513312545
RP6-99M1.3,0.0013989067,0.0011993283761093788
RP11-881M11.2,0.0013973496,0.000959462700887503
RP11-1149O23.4,0.0013971399,0.0011993283761093788
RP11-673E1.1,0.0013965457,0.0011993283761093788
SLC18A2,0.0013963938,0.0011993283761093788
PLXNA2,0.0013956095,0.0011993283761093788
KCNH3,0.001395141,0.0011993283761093788
TRBV6-6,0.0013950175,0.000959462700887503
DOC2B,0.0013942071,0.0011993283761093788
HIST1H2BB,0.0013937362,0.000959462700887503
KIR2DL4,0.0013934935,0.0011993283761093788
RP11-83B20.1,0.0013932227,0.0011993283761093788
KIAA1614-AS1,0.001393172,0.000959462700887503
KCNA7,0.0013931197,0.0011993283761093788
RP4-635E18.7,0.0013930765,0.0011993283761093788
VIL1,0.0013928071,0.0011993283761093788
CTD-2619J13.9,0.0013919473,0.0011993283761093788
TTC23,0.0013918143,0.0011993283761093788
ZFP92,0.0013910101,0.0011993283761093788
RP11-303E16.5,0.0013908406,0.0011993283761093788
DNAH11,0.0013896576,0.000959462700887503
RP11-347C18.5,0.0013894327,0.0011993283761093788
KLLN,0.0013891301,0.0011993283761093788
KIT,0.0013876122,0.0011993283761093788
CTA-212A2.2,0.0013873791,0.000959462700887503
RP5-827C21.6,0.0013872946,0.0011993283761093788
SLC6A11,0.0013871709,0.0011993283761093788
RP11-692D12.1,0.0013868735,0.0011993283761093788
DOCK1,0.0013861336,0.0011993283761093788
RP11-380B4.3,0.0013861214,0.000959462700887503
PRRT3-AS1,0.0013857778,0.000959462700887503
LINC00167,0.0013844186,0.000959462700887503
RP11-175K6.1,0.0013839313,0.0011993283761093788
BOLA2,0.0013828424,0.000959462700887503
LRRC3,0.0013822267,0.000959462700887503
RP11-728K20.3,0.0013815137,0.0011993283761093788
RP11-173C1.1,0.0013812077,0.0011993283761093788
SYCE3,0.0013802532,0.0011993283761093788
RP11-797H7.5,0.0013791193,0.000959462700887503
SPRED3,0.0013789933,0.000959462700887503
SYNPO2,0.0013779447,0.0011993283761093788
TMEM81,0.0013779083,0.0011993283761093788
LLNLR-284B4.2,0.0013776366,0.0011993283761093788
RP11-932O9.7,0.0013771276,0.0011993283761093788
RP11-1151B14.4,0.0013763212,0.0011993283761093788
RP11-1167A19.2,0.0013756995,0.0011993283761093788
RP11-403P17.4,0.0013756049,0.000959462700887503
AGBL5-AS1,0.0013754589,0.0011993283761093788
HSF2BP,0.0013752419,0.0011993283761093788
CTD-3025N20.3,0.0013749307,0.0011993283761093788
SPDYE1,0.0013739632,0.000959462700887503
ZC3H12B,0.0013733073,0.0011993283761093788
ACY3,0.0013732536,0.0014391940513312545
RP11-182J1.17,0.0013722035,0.0011993283761093788
CPS1,0.001371449,0.0011993283761093788
VIPR1-AS1,0.0013713867,0.000959462700887503
RP11-640N11.2,0.001371067,0.0011993283761093788
SETSIP,0.0013698102,0.0011993283761093788
SAMD15,0.0013669969,0.000959462700887503
RP11-400L8.2,0.001366862,0.0011993283761093788
RP13-131K19.7,0.0013657485,0.0011993283761093788
RP11-463J10.3,0.0013652109,0.000959462700887503
LINC00659,0.001364547,0.0011993283761093788
RP11-756G20.1,0.0013639516,0.0011993283761093788
HIST1H4D,0.001363794,0.0011993283761093788
HCN2,0.0013608737,0.000959462700887503
AC002306.1,0.0013604662,0.0011993283761093788
RP11-873E20.1,0.0013604573,0.0011993283761093788
RP11-121M22.1,0.001359509,0.0011993283761093788
ADAMTS4,0.0013589738,0.0011993283761093788
FCGR3B,0.0013576992,0.0011993283761093788
DNAJC6,0.0013569874,0.000959462700887503
RP11-171I2.4,0.0013564962,0.0011993283761093788
ZBED8,0.0013562217,0.0011993283761093788
RP11-439L18.2,0.0013555975,0.0011993283761093788
RP11-108P20.3,0.0013555017,0.0011993283761093788
RP11-90D11.1,0.0013544506,0.000959462700887503
DAGLA,0.0013543207,0.0011993283761093788
TRBV7-9,0.0013533568,0.0011993283761093788
RP11-53O19.1,0.0013530494,0.0011993283761093788
RP11-802D6.1,0.0013523711,0.0011993283761093788
RP11-375N15.2,0.0013522612,0.000959462700887503
KIF2C,0.0013520014,0.0011993283761093788
MEX3B,0.0013483921,0.000959462700887503
CA3-AS1,0.0013479907,0.0011993283761093788
LINC00540,0.0013478422,0.000959462700887503
SPX,0.0013463898,0.000959462700887503
RP11-981P6.1,0.0013460354,0.0011993283761093788
CYB5R2,0.0013425627,0.0011993283761093788
RP1-122K4.3,0.0013420878,0.000959462700887503
KIAA1456,0.0013393674,0.000959462700887503
BOK,0.0013389066,0.000959462700887503
FSTL1,0.0013385444,0.000959462700887503
ASPM,0.0013381474,0.0011993283761093788
RP11-55K13.1,0.0013356557,0.0011993283761093788
EYS,0.0013327561,0.000959462700887503
NXN,0.0013325466,0.000959462700887503
RSPH14,0.001331766,0.000959462700887503
MKRN3,0.0013313829,0.0011993283761093788
RP11-557N21.1,0.0013311253,0.0011993283761093788
RP11-793H13.3,0.0013301237,0.0011993283761093788
RP11-583F2.2,0.0013296534,0.0011993283761093788
CCDC113,0.0013284576,0.000959462700887503
RP11-77H9.5,0.001327349,0.0011993283761093788
CYYR1,0.001326768,0.0014391940513312545
RAI14,0.0013257727,0.0011993283761093788
SRXN1,0.001325744,0.0011993283761093788
RP11-225H22.4,0.0013216494,0.0011993283761093788
AC005480.1,0.0013198034,0.000959462700887503
CDHR4,0.0013194392,0.000959462700887503
FMO1,0.0013191062,0.0011993283761093788
LINC00102,0.0013177795,0.000959462700887503
ZNF366,0.001317175,0.0011993283761093788
IQCH,0.0013169699,0.000959462700887503
ZBTB46,0.0013165601,0.0011993283761093788
RECQL4,0.0013165041,0.000959462700887503
SEC14L5,0.0013144255,0.000959462700887503
PIGR,0.0013140736,0.000959462700887503
PSD3,0.0013117966,0.000959462700887503
ATE1-AS1,0.0013114284,0.000959462700887503
ZACN,0.0013101755,0.000959462700887503
RP11-455J20.3,0.0013095794,0.000959462700887503
ZNF572,0.0013093356,0.000959462700887503
CTD-2203K17.1,0.0013086819,0.000959462700887503
HSPG2,0.0013082396,0.0011993283761093788
RP11-545M17.1,0.0013079267,0.000959462700887503
CYP4F3,0.0013074325,0.0011993283761093788
RP4-706G24.1,0.0013065144,0.000959462700887503
LRRC16B,0.0013062579,0.000959462700887503
CTD-2006K23.2,0.0013062081,0.000959462700887503
ZBED3-AS1,0.0013061699,0.0011993283761093788
RPRM,0.0013058028,0.0011993283761093788
TMEM108,0.001305646,0.000959462700887503
ATP1B2,0.0013046297,0.000959462700887503
GPC6,0.0013031897,0.000959462700887503
CCDC3,0.0013028656,0.000959462700887503
RHOBTB1,0.0013026632,0.000959462700887503
AC005775.2,0.0013012617,0.000959462700887503
TRIM17,0.0013005353,0.000959462700887503
PTPRH,0.0013003801,0.0011993283761093788
RP11-221J22.1,0.0012999375,0.0011993283761093788
TRAV12-1,0.0012997208,0.000959462700887503
ELOVL3,0.0012992637,0.000959462700887503
RP11-498C9.2,0.0012983117,0.0011993283761093788
MPP4,0.001297496,0.000959462700887503
HIST2H4B,0.00129691,0.000959462700887503
RP11-10N23.5,0.0012968015,0.000959462700887503
RP4-593C16.4,0.0012966761,0.000959462700887503
RP11-452I5.2,0.0012965009,0.000959462700887503
RP11-195C7.1,0.0012958373,0.000959462700887503
MMP9,0.001295828,0.000959462700887503
SVOPL,0.0012936927,0.0011993283761093788
ADGRB1,0.0012926596,0.000959462700887503
ADM2,0.0012922056,0.0011993283761093788
RP11-203J24.8,0.0012918555,0.000959462700887503
CLDN12,0.0012916235,0.0011993283761093788
CTD-2589M5.5,0.0012907953,0.0011993283761093788
RP11-518L10.5,0.0012901532,0.0011993283761093788
RP11-70L8.4,0.0012898189,0.0011993283761093788
BUB1,0.0012897137,0.000959462700887503
RP11-286E11.2,0.0012894373,0.0011993283761093788
JPH4,0.0012892295,0.0011993283761093788
PRB3,0.0012889806,0.000959462700887503
AC105052.2,0.0012888134,0.0011993283761093788
RP11-574F21.3,0.0012878535,0.000959462700887503
RP11-553K8.2,0.0012870518,0.000959462700887503
AF131216.1,0.0012869419,0.0011993283761093788
AMOTL1,0.0012865381,0.000959462700887503
RP11-1136J12.1,0.0012862994,0.0011993283761093788
CTD-2377O17.1,0.0012850532,0.000959462700887503
RP11-26J3.1,0.0012838622,0.0007195970256656273
RP1-140A9.1,0.0012832875,0.000959462700887503
AC006946.16,0.0012825857,0.000959462700887503
HIST1H2BI,0.0012825446,0.0011993283761093788
RP11-701P16.2,0.0012809321,0.000959462700887503
LRP11,0.0012798347,0.0011993283761093788
AC005954.4,0.001279831,0.000959462700887503
TMED7-TICAM2,0.0012798165,0.0011993283761093788
MAFTRR,0.0012773039,0.0011993283761093788
CTD-2583P5.3,0.0012772223,0.000959462700887503
PALD1,0.0012763554,0.0011993283761093788
CACNA1H,0.0012763415,0.000959462700887503
C18orf65,0.0012762364,0.0011993283761093788
FNDC4,0.0012755536,0.000959462700887503
RP11-630C16.2,0.001274634,0.0014391940513312545
PCDH12,0.0012745479,0.000959462700887503
FKBP6,0.0012737012,0.000959462700887503
RP11-380O24.1,0.0012726604,0.000959462700887503
LINC01010,0.0012723394,0.000959462700887503
ELL3,0.0012719769,0.000959462700887503
DOCK4,0.0012718809,0.0011993283761093788
TSIX,0.0012709454,0.0011993283761093788
IGLV2-11,0.0012695718,0.000959462700887503
LIPC,0.0012692796,0.000959462700887503
TMEM45A,0.0012688362,0.000959462700887503
CTB-17P3.4,0.0012688338,0.000959462700887503
RP11-276E17.2,0.0012675391,0.000959462700887503
BFSP2-AS1,0.0012669994,0.000959462700887503
RP11-219B17.3,0.001266844,0.000959462700887503
SLC44A4,0.0012654432,0.000959462700887503
CTD-2619J13.19,0.0012650683,0.000959462700887503
KRT15,0.0012648642,0.0011993283761093788
RP11-299G20.2,0.0012646618,0.000959462700887503
RP4-535B20.1,0.0012636657,0.000959462700887503
NTN1,0.0012635303,0.000959462700887503
KNDC1,0.0012634885,0.0011993283761093788
CTD-2020K17.3,0.0012634856,0.0011993283761093788
CAV2,0.0012630281,0.0011993283761093788
IGHV1-46,0.0012627986,0.0011993283761093788
CTD-2336O2.3,0.001262748,0.0007195970256656273
CCDC81,0.0012623235,0.000959462700887503
LL0XNC01-237H1.2,0.0012621189,0.000959462700887503
KIAA2012,0.0012618743,0.000959462700887503
PRELID3A,0.0012612923,0.000959462700887503
RP11-563J2.3,0.001261152,0.000959462700887503
RP11-543C4.1,0.0012593952,0.0011993283761093788
PPP1R3G,0.0012587734,0.0011993283761093788
RP11-830F9.5,0.0012585788,0.000959462700887503
EIF2B5-AS1,0.0012581854,0.000959462700887503
CTD-2547L24.4,0.0012581188,0.0011993283761093788
JAKMIP3,0.0012573621,0.000959462700887503
ADORA3,0.0012569489,0.0011993283761093788
RP11-932O9.8,0.001254868,0.000959462700887503
SLC8A1-AS1,0.0012547511,0.000959462700887503
PVALB,0.0012546331,0.0007195970256656273
SMARCA5-AS1,0.001254087,0.000959462700887503
CDCA5,0.0012536075,0.000959462700887503
TRIM9,0.0012531832,0.000959462700887503
PROSER2,0.0012530915,0.000959462700887503
RASSF8-AS1,0.0012525461,0.000959462700887503
RP11-455F5.4,0.0012521589,0.000959462700887503
ZNF774,0.0012513187,0.0011993283761093788
RAD9B,0.0012510505,0.000959462700887503
RP11-247A12.8,0.0012509758,0.000959462700887503
NPFFR1,0.0012503478,0.000959462700887503
NIPAL1,0.0012492066,0.000959462700887503
CYP51A1-AS1,0.0012490656,0.000959462700887503
CTD-2162K18.3,0.0012464753,0.0011993283761093788
MAP2,0.0012459249,0.000959462700887503
C1S,0.0012454515,0.000959462700887503
PLEKHG7,0.0012450067,0.0011993283761093788
CYP24A1,0.0012437475,0.000959462700887503
RP11-102N12.2,0.0012423015,0.0007195970256656273
ABO,0.0012416651,0.000959462700887503
AC005616.2,0.0012397165,0.000959462700887503
ADGRG3,0.0012389756,0.000959462700887503
TYRO3,0.001238933,0.000959462700887503
SCGB1B2P,0.0012388383,0.000959462700887503
RP11-767C1.2,0.0012368353,0.0011993283761093788
AC022154.7,0.0012362428,0.0011993283761093788
TRAV26-2,0.0012351642,0.000959462700887503
LIPG,0.0012351177,0.0011993283761093788
TAL2,0.0012350882,0.000959462700887503
TMEM163,0.0012342322,0.000959462700887503
AC007036.6,0.0012332851,0.000959462700887503
RP11-307C18.1,0.0012327336,0.0011993283761093788
MGARP,0.0012325093,0.000959462700887503
LCN12,0.0012323293,0.000959462700887503
STX1B,0.0012319814,0.000959462700887503
PIANP,0.0012317465,0.0011993283761093788
TRBV12-4,0.0012313683,0.000959462700887503
TRPM3,0.001231328,0.000959462700887503
PCDH11Y,0.001230582,0.000959462700887503
RP11-90P5.2,0.0012302793,0.0011993283761093788
PARVA,0.0012292463,0.000959462700887503
KIAA1211L,0.0012291404,0.000959462700887503
PGBD5,0.0012291293,0.000959462700887503
HTRA4,0.0012289693,0.000959462700887503
RP11-383M4.6,0.0012285622,0.000959462700887503
AC007879.2,0.0012268721,0.000959462700887503
RP11-20B24.4,0.0012267213,0.000959462700887503
TNFSF15,0.0012264954,0.0011993283761093788
RP11-379F4.4,0.0012259351,0.000959462700887503
PHACTR2-AS1,0.0012258093,0.000959462700887503
SATB2,0.0012250349,0.000959462700887503
RP1-86C11.7,0.0012248412,0.000959462700887503
IGLV1-47,0.0012235681,0.000959462700887503
CTC-325H20.4,0.001223495,0.000959462700887503
FBXO10,0.0012223119,0.000959462700887503
RP4-789D17.5,0.0012222333,0.000959462700887503
TMEM132E,0.0012216835,0.000959462700887503
RP11-96D1.11,0.0012204428,0.000959462700887503
AC090616.2,0.0012202224,0.0011993283761093788
TMEM37,0.0012193068,0.000959462700887503
CTA-243E7.4,0.0012192982,0.000959462700887503
CPT1C,0.0012187129,0.000959462700887503
CDC20,0.001218671,0.0011993283761093788
AC006116.17,0.0012160444,0.000959462700887503
ADGRB3,0.0012159462,0.000959462700887503
LA16c-329F2.1,0.0012156832,0.000959462700887503
TRBV24-1,0.0012144372,0.000959462700887503
MYBPC2,0.0012134385,0.000959462700887503
TWIST2,0.0012128362,0.0011993283761093788
RP11-864I4.4,0.0012121868,0.000959462700887503
ASB16,0.0012118873,0.000959462700887503
KIAA2022,0.0012117596,0.000959462700887503
TOMM20L,0.0012110667,0.000959462700887503
TRAV1-2,0.0012106032,0.000959462700887503
RP11-456H18.2,0.0012103887,0.000959462700887503
GEM,0.0012103452,0.0011993283761093788
SUGCT,0.0012093766,0.000959462700887503
RP11-459F6.3,0.0012093555,0.000959462700887503
FLJ22447,0.0012089284,0.000959462700887503
ASCL5,0.0012085075,0.0011993283761093788
DAB1,0.0012080258,0.000959462700887503
P2RX6,0.0012079577,0.000959462700887503
RP5-991G20.1,0.0012075356,0.000959462700887503
LRRC75B,0.0012074588,0.000959462700887503
SKA1,0.0012073399,0.000959462700887503
ZNF385C,0.0012068771,0.0011993283761093788
EGFL8,0.0012065079,0.000959462700887503
RHOXF1,0.0012061468,0.000959462700887503
RP11-626G11.3,0.001206026,0.0011993283761093788
CST6,0.0012045315,0.000959462700887503
ATP13A4,0.0012040277,0.0007195970256656273
PRDM5,0.0012036414,0.000959462700887503
CCDC42,0.0012036045,0.000959462700887503
RP1-224A6.9,0.00120286,0.000959462700887503
JAZF1-AS1,0.0012021597,0.000959462700887503
RP11-159D12.10,0.0012016381,0.000959462700887503
RP4-769N13.7,0.0012015065,0.000959462700887503
RP11-445P19.3,0.0012001041,0.000959462700887503
RP11-499E18.1,0.0011994793,0.000959462700887503
WBSCR27,0.0011992943,0.000959462700887503
FHAD1,0.0011991995,0.000959462700887503
RP11-152N13.16,0.0011991257,0.000959462700887503
TACSTD2,0.0011988643,0.0011993283761093788
SLIT1,0.0011985056,0.0011993283761093788
HORMAD1,0.0011985009,0.000959462700887503
RP1-63M2.7,0.001198485,0.000959462700887503
RP11-61F12.1,0.0011976726,0.000959462700887503
EFNA1,0.0011973477,0.000959462700887503
RAPGEFL1,0.0011972443,0.000959462700887503
MN1,0.0011954649,0.0014391940513312545
SLC10A1,0.001193241,0.000959462700887503
ELMOD1,0.0011929544,0.000959462700887503
CTC-523E23.1,0.001192936,0.000959462700887503
KCNK13,0.0011918442,0.0011993283761093788
C4orf26,0.0011918191,0.000959462700887503
CTC-454I21.3,0.0011910064,0.000959462700887503
CYTL1,0.0011908798,0.000959462700887503
ESPL1,0.001190069,0.000959462700887503
FAM9B,0.0011899576,0.000959462700887503
OTUB2,0.0011898361,0.000959462700887503
SIX5,0.001189532,0.0011993283761093788
HMSD,0.0011890297,0.0011993283761093788
RDH16,0.001188918,0.000959462700887503
SYNM,0.0011882286,0.000959462700887503
CTB-119C2.1,0.001187422,0.000959462700887503
AGRP,0.0011868613,0.000959462700887503
AC092535.3,0.0011867478,0.0011993283761093788
AC015849.2,0.0011861837,0.000959462700887503
NPAS1,0.0011856987,0.000959462700887503
HAMP,0.0011854925,0.000959462700887503
PRR22,0.0011854526,0.000959462700887503
CORO6,0.0011851862,0.000959462700887503
IGLV3-21,0.0011850088,0.000959462700887503
NEB,0.0011848522,0.000959462700887503
CTB-147N14.6,0.0011837955,0.000959462700887503
RP11-572C15.5,0.00118319,0.0007195970256656273
CTD-2302E22.6,0.0011822953,0.000959462700887503
IGHV1-2,0.001181559,0.000959462700887503
IGHV3-7,0.0011808982,0.000959462700887503
MIR3681HG,0.0011800465,0.000959462700887503
RP11-362A1.1,0.0011793692,0.000959462700887503
CDKL2,0.001179152,0.000959462700887503
DNAH17,0.0011777331,0.0007195970256656273
SDC3,0.0011772678,0.000959462700887503
TMEM17,0.0011771419,0.0007195970256656273
CDH1,0.0011771361,0.0011993283761093788
OSR2,0.0011768144,0.000959462700887503
CA8,0.0011760371,0.0011993283761093788
U66059.58,0.0011746068,0.000959462700887503
LMNTD1,0.0011743926,0.000959462700887503
ESPN,0.001172026,0.000959462700887503
AC110615.1,0.0011717209,0.000959462700887503
DSG3,0.0011710626,0.000959462700887503
RP11-138I18.2,0.0011709954,0.000959462700887503
NETO1,0.0011707062,0.000959462700887503
LEXM,0.0011704715,0.000959462700887503
RP5-902P8.12,0.0011696245,0.000959462700887503
RP11-180C16.1,0.0011694907,0.000959462700887503
RP11-203B9.4,0.0011694175,0.0007195970256656273
RP11-109E12.1,0.001168618,0.0011993283761093788
PLXNA4,0.0011679637,0.0011993283761093788
RP3-522P13.3,0.001167411,0.000959462700887503
RORB,0.0011672148,0.000959462700887503
RP3-508I15.22,0.0011671372,0.000959462700887503
RP5-1112D6.7,0.0011669581,0.000959462700887503
ZNF252P-AS1,0.0011661011,0.000959462700887503
ZMIZ1-AS1,0.0011658921,0.000959462700887503
DIRAS1,0.0011639977,0.000959462700887503
TGM1,0.0011631055,0.000959462700887503
CTC-457L16.2,0.0011620414,0.000959462700887503
RNF32,0.0011615381,0.000959462700887503
RP11-138E2.1,0.001160926,0.000959462700887503
GRTP1,0.0011607711,0.0007195970256656273
TMPRSS11E,0.0011598135,0.0007195970256656273
RP11-29B2.6,0.0011596159,0.0007195970256656273
C15orf62,0.0011594384,0.000959462700887503
RP11-380I10.4,0.001159188,0.0007195970256656273
CITF22-1A6.3,0.0011587586,0.000959462700887503
ASIC3,0.0011586791,0.000959462700887503
RP11-10A14.5,0.0011574968,0.0007195970256656273
HIST1H2AB,0.0011569969,0.000959462700887503
TRAV8-4,0.0011568443,0.000959462700887503
